id,city,city_gdp,city_population,country,emission,emission_target,target,baseline_year,year,year_status,factors,sector
789,Basel,,204550.0,Switzerland,,,,,2023,,"A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Other, please specify: Increasing heat stress, Increasing summer drought, Increasing flood risk, Change in storm and hail activity, Impairment of water, soil and air quality, Unexpected events and combined risks.",
790,Stockholm,,984748.0,Sweden,,,,,2023,,Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security,
791,Tirana,,850530.0,Albania,,,,,2023,,A process has been established for prioritizing identified hazards; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
792,Águeda,,46131.0,Portugal,,,,,2023,,Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
793,Niterói,,515317.0,Brazil,,,,,2023,,Assessment considers vulnerable populations,
794,Laholm,,26575.0,Sweden,,,,,2023,,Assessment considers nature; Assessment considers water security; Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
795,Piura,,158495.0,Peru,,,,,2023,,Assessment considers vulnerable populations,
796,São Leopoldo,,240378.0,Brazil,,,,,2023,,A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
797,Nottingham,,319566.0,United Kingdom of Great Britain and Northern Ireland,,,,,2023,,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
798,Rio de Janeiro,,6211423.0,Brazil,,,,,2023,,Assessment considers nature; Assessment considers vulnerable populations; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
801,Firenze,,366079.0,Italy,,,,,2023,,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
802,Los Angeles,,3766109.0,United States of America,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
803,Hoeje-Taastrup,,53053.0,Denmark,,,,,2023,,Assessment considers nature,
804,Arendal,,45570.0,Norway,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
